"x","y"
99.64931952897584,99.62629377219905
102.23675465305385,100.70321662391733
99.64445910718337,99.56871165611891
94.5486824801351,95.05885919188886
98.39793304798175,102.77448015960563
102.26821002679111,101.4265618687324
96.60058598176384,97.91142995469382
91.64016305961027,98.34027904193243
94.58214688287052,99.11829629074853
99.82558752163256,103.52781398102563
100.39746435756129,98.23104074144952
97.15523347254253,96.13689531492334
101.5869399437716,101.88323274078536
95.8013487153554,99.60397064523957
98.02670643939773,95.67608579912668
99.11005989637441,102.848523045045
91.94181754530632,99.40216994756798
96.6855949269202,101.55176685757338
95.71060209108799,95.05099208014948
99.37611782188367,96.60139279621694
94.99477580581632,97.24181822901247
93.91237262242656,93.22214627506378
107.42163655644296,102.88980324678293
102.16103534304602,101.20000990721755
105.06525883538887,99.42527737408867
110.65443761052185,107.51668024251822
95.03089036608884,100.0436472026175
103.5037472944573,103.7258991245738
91.69099133950463,96.07395981599117
101.96347821062876,99.74170959451962
102.4988875810556,100.71304069716712
100.56438275479972,98.81253133404734
97.59074128770307,94.83888224003364
108.89002132654367,103.84397453089925
102.62980866494703,101.49198751232537
110.16720690374487,105.63834320708258
105.65146333159623,102.80695215322233
106.3885062696341,103.66519126134246
103.52039554902458,100.80836851321658
100.41454763180393,99.88485445310293
92.2664834634534,96.32046425226932
95.36655332458622,97.27939799947131
104.56090231482654,100.57198922199228
101.73695217071382,101.1208906846308
98.65582923836519,101.21568536160378
107.95578765656353,102.33816863572393
106.96532742226806,104.1831810735463
99.14188754414461,100.32276803078554
101.4629787510998,99.4706772172492
91.9869853286028,98.5496880989618
